name,value,year,lastValue,rank
michael,0,0,NA,1
pam,0,0,NA,2
jim,0,0,NA,3
dwight,0,0,NA,4
phyllis,0,0,NA,5
stanley,0,0,NA,6
toby,0,0,NA,7
andy,0,0,NA,8
angela,0,0,NA,9
charles,0,0,NA,10
clark,0,0,NA,11
creed,0,0,NA,12
darryl,0,0,NA,13
david,0,0,NA,14
deangelo,0,0,NA,15
erin,0,0,NA,16
gabe,0,0,NA,17
holly,0,0,NA,18
jan,0,0,NA,19
karen,0,0,NA,20
kelly,0,0,NA,21
kevin,0,0,NA,22
meredith,0,0,NA,23
oscar,0,0,NA,24
roy,0,0,NA,25
ryan,0,0,NA,26
jo,0,0,NA,27
nellie,0,0,NA,28
robert,0,0,NA,29
todd,0,0,NA,30
michael,82,1,0,1
pam,41,1,0,2
jim,36,1,0,3
dwight,29,1,0,4
jan,12,1,0,5
ryan,8,1,0,6
stanley,5,1,0,7
roy,5,1,0,8
oscar,3,1,0,9
todd,3,1,0,10
phyllis,2,1,0,11
angela,1,1,0,12
kevin,1,1,0,13
toby,0,1,0,14
andy,0,1,0,15
charles,0,1,0,16
clark,0,1,0,17
creed,0,1,0,18
darryl,0,1,0,19
david,0,1,0,20
deangelo,0,1,0,21
erin,0,1,0,22
gabe,0,1,0,23
holly,0,1,0,24
karen,0,1,0,25
kelly,0,1,0,26
meredith,0,1,0,27
jo,0,1,0,28
nellie,0,1,0,29
robert,0,1,0,30
michael,163,2,82,1
jim,63,2,36,2
pam,57,2,41,3
dwight,48,2,29,4
oscar,16,2,3,5
jan,12,2,12,6
ryan,12,2,8,7
stanley,10,2,5,8
kevin,9,2,1,9
angela,5,2,1,10
roy,5,2,5,11
todd,3,2,3,12
phyllis,2,2,2,13
toby,2,2,0,14
kelly,2,2,0,15
andy,0,2,0,16
charles,0,2,0,17
clark,0,2,0,18
creed,0,2,0,19
darryl,0,2,0,20
david,0,2,0,21
deangelo,0,2,0,22
erin,0,2,0,23
gabe,0,2,0,24
holly,0,2,0,25
karen,0,2,0,26
meredith,0,2,0,27
jo,0,2,0,28
nellie,0,2,0,29
robert,0,2,0,30
michael,219,3,163,1
dwight,110,3,48,2
jim,105,3,63,3
pam,89,3,57,4
jan,30,3,12,5
oscar,25,3,16,6
stanley,16,3,10,7
kevin,15,3,9,8
ryan,13,3,12,9
angela,10,3,5,10
roy,5,3,5,11
meredith,3,3,0,12
todd,3,3,3,13
phyllis,2,3,2,14
toby,2,3,2,15
kelly,2,3,2,16
andy,0,3,0,17
charles,0,3,0,18
clark,0,3,0,19
creed,0,3,0,20
darryl,0,3,0,21
david,0,3,0,22
deangelo,0,3,0,23
erin,0,3,0,24
gabe,0,3,0,25
holly,0,3,0,26
karen,0,3,0,27
jo,0,3,0,28
nellie,0,3,0,29
robert,0,3,0,30
michael,298,4,219,1
dwight,168,4,110,2
jim,154,4,105,3
pam,111,4,89,4
oscar,39,4,25,5
jan,30,4,30,6
stanley,18,4,16,7
kevin,18,4,15,8
angela,17,4,10,9
ryan,17,4,13,10
meredith,13,4,3,11
roy,8,4,5,12
phyllis,7,4,2,13
toby,6,4,2,14
todd,3,4,3,15
kelly,2,4,2,16
andy,0,4,0,17
charles,0,4,0,18
clark,0,4,0,19
creed,0,4,0,20
darryl,0,4,0,21
david,0,4,0,22
deangelo,0,4,0,23
erin,0,4,0,24
gabe,0,4,0,25
holly,0,4,0,26
karen,0,4,0,27
jo,0,4,0,28
nellie,0,4,0,29
robert,0,4,0,30
michael,405,5,298,1
dwight,195,5,168,2
jim,176,5,154,3
pam,125,5,111,4
oscar,41,5,39,5
jan,30,5,30,6
ryan,25,5,17,7
stanley,21,5,18,8
angela,20,5,17,9
roy,20,5,8,10
kevin,19,5,18,11
darryl,15,5,0,12
meredith,13,5,13,13
phyllis,11,5,7,14
toby,6,5,6,15
todd,3,5,3,16
kelly,2,5,2,17
andy,0,5,0,18
charles,0,5,0,19
clark,0,5,0,20
creed,0,5,0,21
david,0,5,0,22
deangelo,0,5,0,23
erin,0,5,0,24
gabe,0,5,0,25
holly,0,5,0,26
karen,0,5,0,27
jo,0,5,0,28
nellie,0,5,0,29
robert,0,5,0,30
michael,511,6,405,1
jim,231,6,176,2
dwight,223,6,195,3
pam,170,6,125,4
oscar,42,6,41,5
jan,38,6,30,6
ryan,37,6,25,7
roy,34,6,20,8
stanley,24,6,21,9
kevin,24,6,19,10
angela,23,6,20,11
darryl,15,6,15,12
toby,13,6,6,13
meredith,13,6,13,14
phyllis,11,6,11,15
todd,3,6,3,16
kelly,2,6,2,17
andy,0,6,0,18
charles,0,6,0,19
clark,0,6,0,20
creed,0,6,0,21
david,0,6,0,22
deangelo,0,6,0,23
erin,0,6,0,24
gabe,0,6,0,25
holly,0,6,0,26
karen,0,6,0,27
jo,0,6,0,28
nellie,0,6,0,29
robert,0,6,0,30
michael,617,7,511,1
jim,265,7,231,2
dwight,262,7,223,3
pam,212,7,170,4
jan,47,7,38,5
oscar,46,7,42,6
roy,40,7,34,7
ryan,39,7,37,8
stanley,32,7,24,9
angela,26,7,23,10
kevin,25,7,24,11
phyllis,21,7,11,12
darryl,16,7,15,13
toby,13,7,13,14
meredith,13,7,13,15
kelly,10,7,2,16
todd,3,7,3,17
andy,0,7,0,18
charles,0,7,0,19
clark,0,7,0,20
creed,0,7,0,21
david,0,7,0,22
deangelo,0,7,0,23
erin,0,7,0,24
gabe,0,7,0,25
holly,0,7,0,26
karen,0,7,0,27
jo,0,7,0,28
nellie,0,7,0,29
robert,0,7,0,30
michael,717,8,617,1
jim,281,8,265,2
dwight,273,8,262,3
pam,239,8,212,4
jan,58,8,47,5
roy,54,8,40,6
oscar,46,8,46,7
ryan,40,8,39,8
toby,39,8,13,9
stanley,33,8,32,10
kevin,31,8,25,11
angela,28,8,26,12
phyllis,27,8,21,13
darryl,25,8,16,14
todd,23,8,3,15
meredith,14,8,13,16
kelly,10,8,10,17
andy,0,8,0,18
charles,0,8,0,19
clark,0,8,0,20
creed,0,8,0,21
david,0,8,0,22
deangelo,0,8,0,23
erin,0,8,0,24
gabe,0,8,0,25
holly,0,8,0,26
karen,0,8,0,27
jo,0,8,0,28
nellie,0,8,0,29
robert,0,8,0,30
michael,800,9,717,1
jim,337,9,281,2
dwight,331,9,273,3
pam,274,9,239,4
jan,58,9,58,5
oscar,56,9,46,6
roy,54,9,54,7
ryan,45,9,40,8
kevin,40,9,31,9
toby,39,9,39,10
stanley,36,9,33,11
angela,34,9,28,12
phyllis,29,9,27,13
darryl,25,9,25,14
todd,23,9,23,15
meredith,15,9,14,16
kelly,10,9,10,17
andy,0,9,0,18
charles,0,9,0,19
clark,0,9,0,20
creed,0,9,0,21
david,0,9,0,22
deangelo,0,9,0,23
erin,0,9,0,24
gabe,0,9,0,25
holly,0,9,0,26
karen,0,9,0,27
jo,0,9,0,28
nellie,0,9,0,29
robert,0,9,0,30
michael,872,10,800,1
dwight,399,10,331,2
jim,388,10,337,3
pam,296,10,274,4
ryan,85,10,45,5
oscar,60,10,56,6
roy,60,10,54,7
jan,58,10,58,8
angela,51,10,34,9
kevin,45,10,40,10
stanley,41,10,36,11
toby,39,10,39,12
phyllis,35,10,29,13
darryl,25,10,25,14
todd,23,10,23,15
meredith,19,10,15,16
kelly,14,10,10,17
andy,0,10,0,18
charles,0,10,0,19
clark,0,10,0,20
creed,0,10,0,21
david,0,10,0,22
deangelo,0,10,0,23
erin,0,10,0,24
gabe,0,10,0,25
holly,0,10,0,26
karen,0,10,0,27
jo,0,10,0,28
nellie,0,10,0,29
robert,0,10,0,30
michael,984,11,872,1
dwight,432,11,399,2
jim,418,11,388,3
pam,323,11,296,4
ryan,86,11,85,5
oscar,67,11,60,6
angela,64,11,51,7
roy,60,11,60,8
jan,58,11,58,9
kevin,47,11,45,10
stanley,44,11,41,11
toby,39,11,39,12
phyllis,38,11,35,13
darryl,25,11,25,14
todd,23,11,23,15
meredith,19,11,19,16
kelly,17,11,14,17
creed,16,11,0,18
andy,0,11,0,19
charles,0,11,0,20
clark,0,11,0,21
david,0,11,0,22
deangelo,0,11,0,23
erin,0,11,0,24
gabe,0,11,0,25
holly,0,11,0,26
karen,0,11,0,27
jo,0,11,0,28
nellie,0,11,0,29
robert,0,11,0,30
michael,1070,12,984,1
dwight,502,12,432,2
jim,467,12,418,3
pam,348,12,323,4
ryan,104,12,86,5
angela,67,12,64,6
oscar,67,12,67,7
roy,60,12,60,8
jan,58,12,58,9
kevin,50,12,47,10
stanley,47,12,44,11
toby,44,12,39,12
phyllis,38,12,38,13
darryl,25,12,25,14
todd,23,12,23,15
kelly,20,12,17,16
meredith,19,12,19,17
creed,16,12,16,18
andy,0,12,0,19
charles,0,12,0,20
clark,0,12,0,21
david,0,12,0,22
deangelo,0,12,0,23
erin,0,12,0,24
gabe,0,12,0,25
holly,0,12,0,26
karen,0,12,0,27
jo,0,12,0,28
nellie,0,12,0,29
robert,0,12,0,30
michael,1145,13,1070,1
dwight,524,13,502,2
jim,507,13,467,3
pam,380,13,348,4
ryan,110,13,104,5
jan,104,13,58,6
oscar,71,13,67,7
angela,67,13,67,8
roy,61,13,60,9
kevin,51,13,50,10
stanley,47,13,47,11
toby,45,13,44,12
phyllis,42,13,38,13
darryl,25,13,25,14
todd,23,13,23,15
kelly,21,13,20,16
meredith,19,13,19,17
creed,16,13,16,18
andy,0,13,0,19
charles,0,13,0,20
clark,0,13,0,21
david,0,13,0,22
deangelo,0,13,0,23
erin,0,13,0,24
gabe,0,13,0,25
holly,0,13,0,26
karen,0,13,0,27
jo,0,13,0,28
nellie,0,13,0,29
robert,0,13,0,30
michael,1255,14,1145,1
dwight,566,14,524,2
jim,533,14,507,3
pam,410,14,380,4
jan,156,14,104,5
ryan,111,14,110,6
oscar,76,14,71,7
angela,72,14,67,8
roy,61,14,61,9
kevin,55,14,51,10
stanley,51,14,47,11
toby,46,14,45,12
phyllis,43,14,42,13
darryl,25,14,25,14
kelly,23,14,21,15
todd,23,14,23,16
meredith,19,14,19,17
creed,17,14,16,18
andy,0,14,0,19
charles,0,14,0,20
clark,0,14,0,21
david,0,14,0,22
deangelo,0,14,0,23
erin,0,14,0,24
gabe,0,14,0,25
holly,0,14,0,26
karen,0,14,0,27
jo,0,14,0,28
nellie,0,14,0,29
robert,0,14,0,30
michael,1337,15,1255,1
dwight,600,15,566,2
jim,588,15,533,3
pam,448,15,410,4
jan,156,15,156,5
ryan,113,15,111,6
angela,85,15,72,7
oscar,82,15,76,8
kevin,63,15,55,9
roy,61,15,61,10
stanley,53,15,51,11
phyllis,47,15,43,12
toby,46,15,46,13
darryl,25,15,25,14
kelly,24,15,23,15
todd,23,15,23,16
meredith,19,15,19,17
creed,17,15,17,18
andy,0,15,0,19
charles,0,15,0,20
clark,0,15,0,21
david,0,15,0,22
deangelo,0,15,0,23
erin,0,15,0,24
gabe,0,15,0,25
holly,0,15,0,26
karen,0,15,0,27
jo,0,15,0,28
nellie,0,15,0,29
robert,0,15,0,30
michael,1428,16,1337,1
dwight,643,16,600,2
jim,616,16,588,3
pam,465,16,448,4
jan,156,16,156,5
ryan,128,16,113,6
angela,94,16,85,7
oscar,93,16,82,8
kevin,77,16,63,9
roy,69,16,61,10
stanley,58,16,53,11
phyllis,54,16,47,12
toby,49,16,46,13
darryl,36,16,25,14
kelly,33,16,24,15
meredith,30,16,19,16
todd,26,16,23,17
creed,21,16,17,18
andy,0,16,0,19
charles,0,16,0,20
clark,0,16,0,21
david,0,16,0,22
deangelo,0,16,0,23
erin,0,16,0,24
gabe,0,16,0,25
holly,0,16,0,26
karen,0,16,0,27
jo,0,16,0,28
nellie,0,16,0,29
robert,0,16,0,30
michael,1507,17,1428,1
dwight,669,17,643,2
jim,647,17,616,3
pam,483,17,465,4
jan,156,17,156,5
ryan,130,17,128,6
angela,95,17,94,7
oscar,94,17,93,8
roy,81,17,69,9
kevin,77,17,77,10
stanley,68,17,58,11
phyllis,60,17,54,12
toby,49,17,49,13
darryl,40,17,36,14
kelly,37,17,33,15
meredith,33,17,30,16
todd,26,17,26,17
creed,22,17,21,18
andy,0,17,0,19
charles,0,17,0,20
clark,0,17,0,21
david,0,17,0,22
deangelo,0,17,0,23
erin,0,17,0,24
gabe,0,17,0,25
holly,0,17,0,26
karen,0,17,0,27
jo,0,17,0,28
nellie,0,17,0,29
robert,0,17,0,30
michael,1631,18,1507,1
dwight,729,18,669,2
jim,703,18,647,3
pam,541,18,483,4
jan,156,18,156,5
ryan,143,18,130,6
angela,100,18,95,7
oscar,97,18,94,8
roy,81,18,81,9
kevin,79,18,77,10
stanley,72,18,68,11
phyllis,63,18,60,12
toby,56,18,49,13
darryl,40,18,40,14
kelly,38,18,37,15
meredith,34,18,33,16
todd,26,18,26,17
creed,23,18,22,18
andy,0,18,0,19
charles,0,18,0,20
clark,0,18,0,21
david,0,18,0,22
deangelo,0,18,0,23
erin,0,18,0,24
gabe,0,18,0,25
holly,0,18,0,26
karen,0,18,0,27
jo,0,18,0,28
nellie,0,18,0,29
robert,0,18,0,30
michael,1723,19,1631,1
dwight,767,19,729,2
jim,753,19,703,3
pam,568,19,541,4
jan,156,19,156,5
ryan,150,19,143,6
oscar,106,19,97,7
angela,105,19,100,8
kevin,87,19,79,9
roy,81,19,81,10
stanley,75,19,72,11
phyllis,64,19,63,12
toby,59,19,56,13
kelly,43,19,38,14
darryl,40,19,40,15
meredith,34,19,34,16
creed,26,19,23,17
todd,26,19,26,18
andy,0,19,0,19
charles,0,19,0,20
clark,0,19,0,21
david,0,19,0,22
deangelo,0,19,0,23
erin,0,19,0,24
gabe,0,19,0,25
holly,0,19,0,26
karen,0,19,0,27
jo,0,19,0,28
nellie,0,19,0,29
robert,0,19,0,30
michael,1825,20,1723,1
dwight,793,20,767,2
jim,786,20,753,3
pam,597,20,568,4
ryan,163,20,150,5
jan,156,20,156,6
oscar,111,20,106,7
angela,108,20,105,8
kevin,95,20,87,9
roy,87,20,81,10
stanley,77,20,75,11
toby,67,20,59,12
phyllis,65,20,64,13
kelly,53,20,43,14
darryl,43,20,40,15
creed,35,20,26,16
todd,35,20,26,17
meredith,34,20,34,18
andy,0,20,0,19
charles,0,20,0,20
clark,0,20,0,21
david,0,20,0,22
deangelo,0,20,0,23
erin,0,20,0,24
gabe,0,20,0,25
holly,0,20,0,26
karen,0,20,0,27
jo,0,20,0,28
nellie,0,20,0,29
robert,0,20,0,30
michael,1901,21,1825,1
jim,808,21,786,2
dwight,805,21,793,3
pam,623,21,597,4
jan,211,21,156,5
ryan,165,21,163,6
angela,113,21,108,7
oscar,111,21,111,8
roy,102,21,87,9
kevin,99,21,95,10
stanley,78,21,77,11
phyllis,74,21,65,12
darryl,70,21,43,13
toby,67,21,67,14
kelly,62,21,53,15
meredith,39,21,34,16
creed,35,21,35,17
todd,35,21,35,18
andy,0,21,0,19
charles,0,21,0,20
clark,0,21,0,21
david,0,21,0,22
deangelo,0,21,0,23
erin,0,21,0,24
gabe,0,21,0,25
holly,0,21,0,26
karen,0,21,0,27
jo,0,21,0,28
nellie,0,21,0,29
robert,0,21,0,30
michael,1949,22,1901,1
jim,825,22,808,2
dwight,824,22,805,3
pam,647,22,623,4
jan,227,22,211,5
ryan,169,22,165,6
angela,117,22,113,7
oscar,113,22,111,8
roy,107,22,102,9
kevin,104,22,99,10
stanley,78,22,78,11
phyllis,77,22,74,12
kelly,75,22,62,13
darryl,70,22,70,14
toby,67,22,67,15
meredith,41,22,39,16
creed,36,22,35,17
todd,35,22,35,18
david,12,22,0,19
andy,0,22,0,20
charles,0,22,0,21
clark,0,22,0,22
deangelo,0,22,0,23
erin,0,22,0,24
gabe,0,22,0,25
holly,0,22,0,26
karen,0,22,0,27
jo,0,22,0,28
nellie,0,22,0,29
robert,0,22,0,30
michael,2008,23,1949,1
dwight,877,23,824,2
jim,860,23,825,3
pam,667,23,647,4
jan,227,23,227,5
ryan,176,23,169,6
angela,121,23,117,7
oscar,116,23,113,8
kevin,108,23,104,9
roy,107,23,107,10
stanley,83,23,78,11
phyllis,82,23,77,12
kelly,80,23,75,13
toby,71,23,67,14
darryl,70,23,70,15
meredith,42,23,41,16
creed,40,23,36,17
todd,35,23,35,18
david,12,23,12,19
andy,0,23,0,20
charles,0,23,0,21
clark,0,23,0,22
deangelo,0,23,0,23
erin,0,23,0,24
gabe,0,23,0,25
holly,0,23,0,26
karen,0,23,0,27
jo,0,23,0,28
nellie,0,23,0,29
robert,0,23,0,30
michael,2088,24,2008,1
dwight,903,24,877,2
jim,879,24,860,3
pam,688,24,667,4
jan,227,24,227,5
ryan,186,24,176,6
angela,125,24,121,7
oscar,117,24,116,8
kevin,113,24,108,9
roy,108,24,107,10
stanley,90,24,83,11
kelly,86,24,80,12
toby,84,24,71,13
phyllis,82,24,82,14
darryl,71,24,70,15
creed,44,24,40,16
meredith,44,24,42,17
todd,35,24,35,18
david,12,24,12,19
andy,0,24,0,20
charles,0,24,0,21
clark,0,24,0,22
deangelo,0,24,0,23
erin,0,24,0,24
gabe,0,24,0,25
holly,0,24,0,26
karen,0,24,0,27
jo,0,24,0,28
nellie,0,24,0,29
robert,0,24,0,30
michael,2175,25,2088,1
dwight,948,25,903,2
jim,901,25,879,3
