name,value,year,lastValue,rank
erin,168,104,168,23
todd,54,104,54,24
clark,0,104,0,25
deangelo,0,104,0,26
gabe,0,104,0,27
jo,0,104,0,28
nellie,0,104,0,29
robert,0,104,0,30
michael,9466,105,9384,1
dwight,4141,105,4132,2
jim,3892,105,3866,3
pam,3089,105,3064,4
andy,1432,105,1420,5
angela,879,105,877,6
ryan,864,105,864,7
jan,849,105,849,8
kevin,831,105,830,9
oscar,665,105,660,10
phyllis,584,105,583,11
kelly,574,105,574,12
toby,543,105,541,13
stanley,445,105,444,14
david,363,105,329,15
darryl,358,105,358,16
holly,351,105,351,17
karen,339,105,339,18
meredith,334,105,332,19
creed,276,105,275,20
charles,222,105,222,21
roy,222,105,222,22
erin,176,105,168,23
todd,54,105,54,24
gabe,18,105,0,25
jo,9,105,0,26
clark,0,105,0,27
deangelo,0,105,0,28
nellie,0,105,0,29
robert,0,105,0,30
michael,9535,106,9466,1
dwight,4181,106,4141,2
jim,3925,106,3892,3
pam,3094,106,3089,4
andy,1456,106,1432,5
ryan,883,106,864,6
angela,880,106,879,7
jan,849,106,849,8
kevin,836,106,831,9
oscar,671,106,665,10
phyllis,588,106,584,11
kelly,585,106,574,12
toby,543,106,543,13
stanley,445,106,445,14
david,363,106,363,15
darryl,358,106,358,16
holly,351,106,351,17
karen,339,106,339,18
meredith,338,106,334,19
creed,276,106,276,20
charles,222,106,222,21
roy,222,106,222,22
erin,199,106,176,23
todd,54,106,54,24
jo,42,106,9,25
gabe,23,106,18,26
clark,0,106,0,27
deangelo,0,106,0,28
nellie,0,106,0,29
robert,0,106,0,30
michael,9653,107,9535,1
dwight,4229,107,4181,2
jim,4060,107,3925,3
pam,3220,107,3094,4
andy,1481,107,1456,5
angela,899,107,880,6
ryan,885,107,883,7
kevin,865,107,836,8
jan,849,107,849,9
oscar,674,107,671,10
phyllis,594,107,588,11
kelly,588,107,585,12
toby,544,107,543,13
stanley,448,107,445,14
david,363,107,363,15
darryl,358,107,358,16
holly,351,107,351,17
meredith,344,107,338,18
karen,339,107,339,19
creed,277,107,276,20
erin,234,107,199,21
charles,222,107,222,22
roy,222,107,222,23
todd,54,107,54,24
jo,42,107,42,25
gabe,23,107,23,26
clark,13,107,0,27
deangelo,0,107,0,28
nellie,0,107,0,29
robert,0,107,0,30
michael,9705,108,9653,1
dwight,4262,108,4229,2
jim,4100,108,4060,3
pam,3221,108,3220,4
andy,1509,108,1481,5
angela,902,108,899,6
ryan,888,108,885,7
kevin,868,108,865,8
jan,849,108,849,9
oscar,679,108,674,10
phyllis,595,108,594,11
kelly,591,108,588,12
toby,544,108,544,13
stanley,449,108,448,14
darryl,371,108,358,15
david,363,108,363,16
holly,351,108,351,17
meredith,349,108,344,18
karen,339,108,339,19
creed,278,108,277,20
erin,254,108,234,21
charles,222,108,222,22
roy,222,108,222,23
jo,95,108,42,24
todd,60,108,54,25
gabe,26,108,23,26
clark,13,108,13,27
deangelo,0,108,0,28
nellie,0,108,0,29
robert,0,108,0,30
michael,9791,109,9705,1
dwight,4305,109,4262,2
jim,4151,109,4100,3
pam,3224,109,3221,4
andy,1524,109,1509,5
angela,908,109,902,6
ryan,891,109,888,7
kevin,876,109,868,8
jan,849,109,849,9
oscar,680,109,679,10
phyllis,613,109,595,11
kelly,599,109,591,12
toby,546,109,544,13
stanley,460,109,449,14
darryl,380,109,371,15
david,363,109,363,16
meredith,352,109,349,17
holly,351,109,351,18
karen,339,109,339,19
creed,278,109,278,20
erin,261,109,254,21
charles,222,109,222,22
roy,222,109,222,23
jo,95,109,95,24
todd,60,109,60,25
gabe,33,109,26,26
clark,13,109,13,27
deangelo,0,109,0,28
nellie,0,109,0,29
robert,0,109,0,30
michael,9865,110,9791,1
dwight,4339,110,4305,2
jim,4184,110,4151,3
pam,3255,110,3224,4
andy,1559,110,1524,5
angela,925,110,908,6
ryan,896,110,891,7
kevin,883,110,876,8
jan,849,110,849,9
oscar,700,110,680,10
phyllis,619,110,613,11
kelly,603,110,599,12
toby,546,110,546,13
stanley,461,110,460,14
darryl,390,110,380,15
david,363,110,363,16
meredith,353,110,352,17
holly,351,110,351,18
karen,339,110,339,19
creed,279,110,278,20
erin,277,110,261,21
charles,222,110,222,22
roy,222,110,222,23
jo,95,110,95,24
todd,60,110,60,25
gabe,33,110,33,26
clark,13,110,13,27
deangelo,0,110,0,28
nellie,0,110,0,29
robert,0,110,0,30
michael,9911,111,9865,1
dwight,4357,111,4339,2
jim,4192,111,4184,3
pam,3283,111,3255,4
andy,1584,111,1559,5
angela,930,111,925,6
kevin,903,111,883,7
ryan,901,111,896,8
jan,849,111,849,9
oscar,706,111,700,10
phyllis,622,111,619,11
kelly,608,111,603,12
toby,549,111,546,13
stanley,461,111,461,14
darryl,393,111,390,15
david,363,111,363,16
meredith,362,111,353,17
holly,351,111,351,18
karen,339,111,339,19
erin,329,111,277,20
creed,279,111,279,21
charles,222,111,222,22
roy,222,111,222,23
jo,95,111,95,24
todd,60,111,60,25
gabe,56,111,33,26
clark,13,111,13,27
deangelo,0,111,0,28
nellie,0,111,0,29
robert,0,111,0,30
michael,9999,112,9911,1
dwight,4402,112,4357,2
jim,4229,112,4192,3
pam,3310,112,3283,4
andy,1587,112,1584,5
angela,933,112,930,6
kevin,911,112,903,7
ryan,905,112,901,8
jan,849,112,849,9
oscar,715,112,706,10
kelly,636,112,608,11
phyllis,626,112,622,12
toby,549,112,549,13
stanley,463,112,461,14
darryl,397,112,393,15
david,363,112,363,16
meredith,362,112,362,17
holly,351,112,351,18
karen,339,112,339,19
erin,338,112,329,20
creed,280,112,279,21
charles,222,112,222,22
roy,222,112,222,23
jo,95,112,95,24
gabe,71,112,56,25
todd,60,112,60,26
clark,13,112,13,27
deangelo,0,112,0,28
nellie,0,112,0,29
robert,0,112,0,30
michael,10091,113,9999,1
dwight,4440,113,4402,2
jim,4243,113,4229,3
pam,3352,113,3310,4
andy,1617,113,1587,5
angela,933,113,933,6
kevin,911,113,911,7
ryan,909,113,905,8
jan,849,113,849,9
oscar,716,113,715,10
kelly,643,113,636,11
phyllis,626,113,626,12
toby,549,113,549,13
stanley,466,113,463,14
darryl,423,113,397,15
david,363,113,363,16
meredith,363,113,362,17
holly,351,113,351,18
erin,341,113,338,19
karen,339,113,339,20
creed,282,113,280,21
charles,222,113,222,22
roy,222,113,222,23
jo,95,113,95,24
gabe,75,113,71,25
todd,60,113,60,26
clark,13,113,13,27
deangelo,0,113,0,28
nellie,0,113,0,29
robert,0,113,0,30
michael,10173,114,10091,1
dwight,4477,114,4440,2
jim,4264,114,4243,3
pam,3382,114,3352,4
andy,1658,114,1617,5
angela,951,114,933,6
ryan,920,114,909,7
kevin,917,114,911,8
jan,849,114,849,9
oscar,719,114,716,10
kelly,648,114,643,11
phyllis,634,114,626,12
toby,554,114,549,13
stanley,468,114,466,14
darryl,427,114,423,15
meredith,366,114,363,16
david,363,114,363,17
erin,352,114,341,18
holly,351,114,351,19
karen,339,114,339,20
creed,286,114,282,21
charles,222,114,222,22
roy,222,114,222,23
jo,95,114,95,24
gabe,81,114,75,25
todd,60,114,60,26
clark,13,114,13,27
deangelo,0,114,0,28
nellie,0,114,0,29
robert,0,114,0,30
michael,10240,115,10173,1
dwight,4496,115,4477,2
jim,4277,115,4264,3
pam,3399,115,3382,4
andy,1675,115,1658,5
angela,955,115,951,6
kevin,924,115,917,7
ryan,922,115,920,8
jan,849,115,849,9
oscar,721,115,719,10
kelly,653,115,648,11
phyllis,639,115,634,12
toby,561,115,554,13
stanley,470,115,468,14
darryl,433,115,427,15
meredith,366,115,366,16
david,364,115,363,17
erin,356,115,352,18
holly,351,115,351,19
karen,339,115,339,20
creed,288,115,286,21
charles,222,115,222,22
roy,222,115,222,23
jo,138,115,95,24
gabe,86,115,81,25
todd,61,115,60,26
clark,13,115,13,27
deangelo,0,115,0,28
nellie,0,115,0,29
robert,0,115,0,30
michael,10298,116,10240,1
dwight,4517,116,4496,2
jim,4299,116,4277,3
pam,3424,116,3399,4
andy,1691,116,1675,5
angela,958,116,955,6
kevin,929,116,924,7
ryan,925,116,922,8
jan,849,116,849,9
oscar,729,116,721,10
kelly,658,116,653,11
phyllis,646,116,639,12
toby,564,116,561,13
stanley,475,116,470,14
darryl,438,116,433,15
meredith,369,116,366,16
david,364,116,364,17
erin,363,116,356,18
holly,351,116,351,19
karen,339,116,339,20
creed,292,116,288,21
charles,222,116,222,22
roy,222,116,222,23
jo,145,116,138,24
gabe,97,116,86,25
todd,61,116,61,26
clark,13,116,13,27
deangelo,0,116,0,28
nellie,0,116,0,29
robert,0,116,0,30
michael,10329,117,10298,1
dwight,4565,117,4517,2
jim,4333,117,4299,3
pam,3463,117,3424,4
andy,1704,117,1691,5
angela,963,117,958,6
kevin,929,117,929,7
ryan,928,117,925,8
jan,849,117,849,9
oscar,736,117,729,10
kelly,664,117,658,11
phyllis,649,117,646,12
toby,599,117,564,13
stanley,478,117,475,14
darryl,442,117,438,15
meredith,369,117,369,16
erin,367,117,363,17
david,364,117,364,18
holly,351,117,351,19
karen,339,117,339,20
creed,293,117,292,21
charles,222,117,222,22
roy,222,117,222,23
jo,145,117,145,24
gabe,114,117,97,25
todd,61,117,61,26
clark,13,117,13,27
deangelo,0,117,0,28
nellie,0,117,0,29
robert,0,117,0,30
michael,10372,118,10329,1
dwight,4582,118,4565,2
jim,4352,118,4333,3
pam,3480,118,3463,4
andy,1753,118,1704,5
angela,979,118,963,6
kevin,929,118,929,7
ryan,928,118,928,8
jan,849,118,849,9
oscar,737,118,736,10
kelly,666,118,664,11
phyllis,653,118,649,12
toby,599,118,599,13
stanley,480,118,478,14
darryl,453,118,442,15
erin,386,118,367,16
meredith,370,118,369,17
david,364,118,364,18
holly,351,118,351,19
karen,339,118,339,20
creed,295,118,293,21
charles,222,118,222,22
roy,222,118,222,23
jo,145,118,145,24
gabe,114,118,114,25
todd,61,118,61,26
clark,13,118,13,27
deangelo,0,118,0,28
nellie,0,118,0,29
robert,0,118,0,30
michael,10461,119,10372,1
dwight,4623,119,4582,2
jim,4357,119,4352,3
pam,3489,119,3480,4
andy,1793,119,1753,5
angela,981,119,979,6
kevin,939,119,929,7
ryan,929,119,928,8
jan,865,119,849,9
oscar,744,119,737,10
kelly,671,119,666,11
phyllis,658,119,653,12
toby,599,119,599,13
stanley,484,119,480,14
darryl,461,119,453,15
erin,390,119,386,16
meredith,377,119,370,17
holly,367,119,351,18
david,364,119,364,19
karen,339,119,339,20
creed,297,119,295,21
charles,222,119,222,22
roy,222,119,222,23
jo,145,119,145,24
gabe,117,119,114,25
todd,61,119,61,26
clark,13,119,13,27
deangelo,0,119,0,28
nellie,0,119,0,29
robert,0,119,0,30
michael,10546,120,10461,1
dwight,4679,120,4623,2
jim,4416,120,4357,3
pam,3499,120,3489,4
andy,1832,120,1793,5
angela,983,120,981,6
kevin,951,120,939,7
ryan,932,120,929,8
jan,865,120,865,9
oscar,760,120,744,10
kelly,674,120,671,11
phyllis,666,120,658,12
toby,599,120,599,13
stanley,489,120,484,14
darryl,485,120,461,15
erin,392,120,390,16
meredith,392,120,377,17
holly,367,120,367,18
david,364,120,364,19
karen,339,120,339,20
creed,299,120,297,21
charles,222,120,222,22
roy,222,120,222,23
jo,145,120,145,24
gabe,117,120,117,25
todd,61,120,61,26
clark,13,120,13,27
deangelo,0,120,0,28
nellie,0,120,0,29
robert,0,120,0,30
michael,10605,121,10546,1
dwight,4693,121,4679,2
jim,4443,121,4416,3
pam,3523,121,3499,4
andy,1848,121,1832,5
angela,988,121,983,6
kevin,970,121,951,7
ryan,938,121,932,8
jan,865,121,865,9
oscar,768,121,760,10
kelly,679,121,674,11
phyllis,671,121,666,12
toby,603,121,599,13
darryl,511,121,485,14
stanley,496,121,489,15
erin,399,121,392,16
meredith,393,121,392,17
holly,367,121,367,18
david,364,121,364,19
karen,339,121,339,20
creed,302,121,299,21
charles,222,121,222,22
roy,222,121,222,23
jo,145,121,145,24
gabe,131,121,117,25
todd,66,121,61,26
clark,13,121,13,27
deangelo,0,121,0,28
nellie,0,121,0,29
robert,0,121,0,30
michael,10680,122,10605,1
dwight,4709,122,4693,2
jim,4481,122,4443,3
pam,3556,122,3523,4
andy,1874,122,1848,5
angela,996,122,988,6
kevin,974,122,970,7
ryan,944,122,938,8
jan,865,122,865,9
oscar,770,122,768,10
kelly,681,122,679,11
phyllis,676,122,671,12
toby,606,122,603,13
darryl,513,122,511,14
stanley,499,122,496,15
erin,408,122,399,16
meredith,393,122,393,17
holly,367,122,367,18
david,364,122,364,19
karen,339,122,339,20
creed,302,122,302,21
charles,222,122,222,22
roy,222,122,222,23
jo,145,122,145,24
gabe,133,122,131,25
todd,66,122,66,26
clark,13,122,13,27
deangelo,0,122,0,28
nellie,0,122,0,29
robert,0,122,0,30
michael,10736,123,10680,1
dwight,4735,123,4709,2
jim,4499,123,4481,3
pam,3579,123,3556,4
andy,1901,123,1874,5
angela,1005,123,996,6
kevin,983,123,974,7
ryan,947,123,944,8
jan,865,123,865,9
oscar,777,123,770,10
kelly,694,123,681,11
phyllis,688,123,676,12
toby,606,123,606,13
darryl,519,123,513,14
stanley,500,123,499,15
erin,450,123,408,16
meredith,393,123,393,17
holly,367,123,367,18
david,364,123,364,19
karen,339,123,339,20
creed,306,123,302,21
charles,222,123,222,22
roy,222,123,222,23
gabe,151,123,133,24
jo,145,123,145,25
todd,66,123,66,26
clark,13,123,13,27
deangelo,0,123,0,28
nellie,0,123,0,29
robert,0,123,0,30
michael,10804,124,10736,1
dwight,4759,124,4735,2
jim,4523,124,4499,3
pam,3607,124,3579,4
andy,1911,124,1901,5
angela,1025,124,1005,6
ryan,1002,124,947,7
kevin,992,124,983,8
jan,865,124,865,9
oscar,782,124,777,10
kelly,699,124,694,11
phyllis,690,124,688,12
toby,606,124,606,13
darryl,529,124,519,14
stanley,507,124,500,15
erin,457,124,450,16
meredith,395,124,393,17
holly,367,124,367,18
david,364,124,364,19
karen,339,124,339,20
creed,309,124,306,21
charles,222,124,222,22
roy,222,124,222,23
gabe,159,124,151,24
jo,149,124,145,25
todd,66,124,66,26
clark,13,124,13,27
deangelo,0,124,0,28
nellie,0,124,0,29
robert,0,124,0,30
michael,10860,125,10804,1
dwight,4808,125,4759,2
jim,4550,125,4523,3
pam,3653,125,3607,4
andy,1934,125,1911,5
angela,1028,125,1025,6
ryan,1009,125,1002,7
kevin,1000,125,992,8
jan,865,125,865,9
oscar,807,125,782,10
kelly,707,125,699,11
phyllis,693,125,690,12
toby,606,125,606,13
darryl,542,125,529,14
stanley,513,125,507,15
erin,467,125,457,16
meredith,397,125,395,17
holly,367,125,367,18
david,364,125,364,19
karen,339,125,339,20
creed,311,125,309,21
charles,222,125,222,22
roy,222,125,222,23
gabe,160,125,159,24
jo,149,125,149,25
todd,66,125,66,26
clark,13,125,13,27
deangelo,0,125,0,28
nellie,0,125,0,29
robert,0,125,0,30
michael,10990,126,10860,1
dwight,4846,126,4808,2
jim,4600,126,4550,3
pam,3722,126,3653,4
andy,1962,126,1934,5
angela,1054,126,1028,6
ryan,1020,126,1009,7
kevin,1015,126,1000,8
jan,865,126,865,9
oscar,819,126,807,10
kelly,721,126,707,11
phyllis,706,126,693,12
toby,631,126,606,13
darryl,566,126,542,14
stanley,518,126,513,15
erin,485,126,467,16
holly,417,126,367,17
meredith,407,126,397,18
david,364,126,364,19
karen,339,126,339,20
creed,315,126,311,21
charles,222,126,222,22
roy,222,126,222,23
gabe,166,126,160,24
jo,149,126,149,25
todd,66,126,66,26
clark,13,126,13,27
robert,5,126,0,28
deangelo,0,126,0,29
nellie,0,126,0,30
michael,11065,127,10990,1
dwight,4880,127,4846,2
jim,4608,127,4600,3
pam,3753,127,3722,4
andy,1983,127,1962,5
angela,1061,127,1054,6
kevin,1034,127,1015,7
ryan,1026,127,1020,8
jan,865,127,865,9
oscar,822,127,819,10
kelly,731,127,721,11
phyllis,715,127,706,12
toby,631,127,631,13
darryl,587,127,566,14
stanley,518,127,518,15
erin,506,127,485,16
holly,436,127,417,17
meredith,408,127,407,18
david,364,127,364,19
karen,339,127,339,20
creed,328,127,315,21
charles,222,127,222,22
roy,222,127,222,23
gabe,168,127,166,24
jo,149,127,149,25
todd,66,127,66,26
clark,13,127,13,27
robert,5,127,5,28
deangelo,0,127,0,29
nellie,0,127,0,30
michael,11102,128,11065,1
dwight,4900,128,4880,2
jim,4632,128,4608,3
pam,3771,128,3753,4
andy,2034,128,1983,5
angela,1061,128,1061,6
kevin,1043,128,1034,7
ryan,1034,128,1026,8
jan,865,128,865,9
oscar,836,128,822,10
kelly,743,128,731,11
phyllis,719,128,715,12
toby,631,128,631,13
darryl,590,128,587,14
erin,531,128,506,15
stanley,521,128,518,16
holly,448,128,436,17
meredith,408,128,408,18
david,376,128,364,19
karen,339,128,339,20
creed,330,128,328,21
charles,222,128,222,22
roy,222,128,222,23
gabe,175,128,168,24
jo,149,128,149,25
todd,66,128,66,26
clark,13,128,13,27
robert,5,128,5,28
deangelo,0,128,0,29
nellie,0,128,0,30
michael,11145,129,11102,1
dwight,4927,129,4900,2
jim,4664,129,4632,3
pam,3807,129,3771,4
andy,2048,129,2034,5
angela,1062,129,1061,6
kevin,1050,129,1043,7
ryan,1041,129,1034,8
jan,865,129,865,9
oscar,848,129,836,10
kelly,753,129,743,11
phyllis,729,129,719,12
toby,631,129,631,13
darryl,599,129,590,14
erin,546,129,531,15
stanley,524,129,521,16
holly,478,129,448,17
meredith,411,129,408,18
david,376,129,376,19
karen,339,129,339,20
creed,330,129,330,21
charles,222,129,222,22
roy,222,129,222,23
gabe,200,129,175,24
jo,149,129,149,25
todd,66,129,66,26
clark,13,129,13,27
robert,5,129,5,28
deangelo,0,129,0,29
nellie,0,129,0,30
michael,11218,130,11145,1
dwight,4951,130,4927,2
jim,4688,130,4664,3
pam,3832,130,3807,4
andy,2086,130,2048,5
angela,1071,130,1062,6
kevin,1063,130,1050,7
ryan,1047,130,1041,8
jan,865,130,865,9
oscar,865,130,848,10
kelly,754,130,753,11
phyllis,732,130,729,12
toby,631,130,631,13
darryl,615,130,599,14
erin,585,130,546,15
stanley,525,130,524,16
holly,516,130,478,17
meredith,412,130,411,18
david,376,130,376,19
karen,339,130,339,20
creed,331,130,330,21
charles,222,130,222,22
roy,222,130,222,23
gabe,221,130,200,24
jo,149,130,149,25
todd,66,130,66,26
clark,13,130,13,27
robert,5,130,5,28
deangelo,0,130,0,29
nellie,0,130,0,30
michael,11251,131,11218,1
dwight,4954,131,4951,2
jim,4694,131,4688,3
pam,3836,131,3832,4
andy,2088,131,2086,5
angela,1071,131,1071,6
kevin,1065,131,1063,7
ryan,1048,131,1047,8
jan,866,131,865,9
oscar,865,131,865,10
kelly,755,131,754,11
phyllis,732,131,732,12
toby,631,131,631,13
darryl,616,131,615,14
erin,586,131,585,15
holly,531,131,516,16
stanley,525,131,525,17
meredith,412,131,412,18
david,376,131,376,19
karen,340,131,339,20
creed,332,131,331,21
charles,222,131,222,22
roy,222,131,222,23
gabe,221,131,221,24
jo,149,131,149,25
todd,66,131,66,26
clark,13,131,13,27
robert,5,131,5,28
deangelo,0,131,0,29
nellie,0,131,0,30
michael,11308,132,11251,1
dwight,4995,132,4954,2
jim,4732,132,4694,3
pam,3872,132,3836,4
andy,2117,132,2088,5
kevin,1078,132,1065,6
angela,1072,132,1071,7
ryan,1052,132,1048,8
jan,866,132,866,9
oscar,866,132,865,10
kelly,758,132,755,11
phyllis,733,132,732,12
toby,631,132,631,13
darryl,620,132,616,14
erin,596,132,586,15
holly,563,132,531,16
stanley,526,132,525,17
meredith,415,132,412,18
david,376,132,376,19
karen,340,132,340,20
creed,332,132,332,21
charles,222,132,222,22
gabe,222,132,221,23
roy,222,132,222,24
jo,149,132,149,25
todd,103,132,66,26
clark,13,132,13,27
robert,5,132,5,28
deangelo,0,132,0,29
nellie,0,132,0,30
michael,11381,133,11308,1
dwight,5026,133,4995,2
jim,4756,133,4732,3
pam,3904,133,3872,4
andy,2134,133,2117,5
kevin,1096,133,1078,6
angela,1073,133,1072,7
ryan,1061,133,1052,8
oscar,873,133,866,9
jan,866,133,866,10
kelly,761,133,758,11
phyllis,736,133,733,12
toby,631,133,631,13
darryl,630,133,620,14
holly,610,133,563,15
erin,596,133,596,16
stanley,527,133,526,17
meredith,418,133,415,18
david,376,133,376,19
karen,340,133,340,20
creed,332,133,332,21
gabe,223,133,222,22
charles,222,133,222,23
roy,222,133,222,24
jo,149,133,149,25
todd,103,133,103,26
clark,13,133,13,27
robert,5,133,5,28
deangelo,0,133,0,29
nellie,0,133,0,30
michael,11452,134,11381,1
dwight,5036,134,5026,2
jim,4766,134,4756,3
pam,3912,134,3904,4
andy,2146,134,2134,5
kevin,1100,134,1096,6
angela,1077,134,1073,7
ryan,1063,134,1061,8
oscar,878,134,873,9
jan,866,134,866,10
kelly,766,134,761,11
phyllis,738,134,736,12
darryl,638,134,630,13
toby,631,134,631,14
holly,610,134,610,15
erin,606,134,596,16
stanley,530,134,527,17
meredith,419,134,418,18
david,376,134,376,19
karen,340,134,340,20
creed,332,134,332,21
gabe,227,134,223,22
charles,222,134,222,23
roy,222,134,222,24
jo,149,134,149,25
todd,103,134,103,26
deangelo,83,134,0,27
clark,13,134,13,28
robert,5,134,5,29
nellie,0,134,0,30
michael,11535,135,11452,1
dwight,5049,135,5036,2
jim,4790,135,4766,3
pam,3927,135,3912,4
andy,2150,135,2146,5
kevin,1106,135,1100,6
angela,1079,135,1077,7
ryan,1069,135,1063,8
oscar,884,135,878,9
jan,866,135,866,10
kelly,768,135,766,11
phyllis,741,135,738,12
darryl,641,135,638,13
toby,633,135,631,14
erin,620,135,606,15
holly,610,135,610,16
stanley,533,135,530,17
meredith,425,135,419,18
david,376,135,376,19
karen,340,135,340,20
creed,333,135,332,21
gabe,229,135,227,22
charles,222,135,222,23
roy,222,135,222,24
jo,153,135,149,25
deangelo,137,135,83,26
todd,103,135,103,27
clark,13,135,13,28
robert,5,135,5,29
nellie,0,135,0,30
michael,11651,136,11535,1
dwight,5065,136,5049,2
jim,4808,136,4790,3
pam,3947,136,3927,4
andy,2174,136,2150,5
kevin,1117,136,1106,6
angela,1091,136,1079,7
ryan,1072,136,1069,8
oscar,890,136,884,9
jan,866,136,866,10
kelly,771,136,768,11
phyllis,759,136,741,12
darryl,644,136,641,13
toby,638,136,633,14
erin,632,136,620,15
holly,616,136,610,16
stanley,540,136,533,17
meredith,431,136,425,18
david,376,136,376,19
karen,340,136,340,20
creed,335,136,333,21
gabe,240,136,229,22
charles,222,136,222,23
roy,222,136,222,24
deangelo,163,136,137,25
jo,153,136,153,26
todd,103,136,103,27
clark,13,136,13,28
robert,5,136,5,29
nellie,0,136,0,30
michael,11651,137,11651,1
dwight,5085,137,5065,2
jim,4848,137,4808,3
pam,3971,137,3947,4
andy,2183,137,2174,5
kevin,1130,137,1117,6
angela,1095,137,1091,7
ryan,1087,137,1072,8
oscar,892,137,890,9
jan,866,137,866,10
kelly,786,137,771,11
phyllis,763,137,759,12
darryl,652,137,644,13
toby,639,137,638,14
erin,635,137,632,15
holly,616,137,616,16
stanley,540,137,540,17
meredith,431,137,431,18
david,376,137,376,19
karen,340,137,340,20
creed,335,137,335,21
deangelo,253,137,163,22
gabe,248,137,240,23
charles,222,137,222,24
roy,222,137,222,25
jo,153,137,153,26
todd,103,137,103,27
clark,13,137,13,28
robert,5,137,5,29
nellie,0,137,0,30
michael,11651,138,11651,1
dwight,5159,138,5085,2
jim,4876,138,4848,3
pam,3982,138,3971,4
andy,2209,138,2183,5
kevin,1150,138,1130,6
angela,1107,138,1095,7
ryan,1089,138,1087,8
oscar,896,138,892,9
jan,866,138,866,10
kelly,792,138,786,11
phyllis,768,138,763,12
darryl,658,138,652,13
erin,648,138,635,14
toby,645,138,639,15
holly,616,138,616,16
stanley,542,138,540,17
meredith,432,138,431,18
david,376,138,376,19
karen,340,138,340,20
creed,337,138,335,21
gabe,268,138,248,22
deangelo,253,138,253,23
charles,222,138,222,24
roy,222,138,222,25
jo,167,138,153,26
todd,103,138,103,27
clark,13,138,13,28
robert,5,138,5,29
nellie,0,138,0,30
michael,11651,139,11651,1
dwight,5203,139,5159,2
jim,4966,139,4876,3
pam,4014,139,3982,4
andy,2235,139,2209,5
kevin,1164,139,1150,6
angela,1118,139,1107,7
ryan,1100,139,1089,8
oscar,918,139,896,9
jan,866,139,866,10
kelly,809,139,792,11
phyllis,788,139,768,12
darryl,685,139,658,13
erin,671,139,648,14
toby,658,139,645,15
holly,616,139,616,16
stanley,546,139,542,17
meredith,438,139,432,18
david,376,139,376,19
creed,354,139,337,20
karen,340,139,340,21
gabe,298,139,268,22
deangelo,253,139,253,23
charles,222,139,222,24
roy,222,139,222,25
jo,195,139,167,26
todd,103,139,103,27
robert,18,139,5,28
clark,13,139,13,29
nellie,10,139,0,30
michael,11651,140,11651,1
dwight,5241,140,5203,2
jim,5004,140,4966,3
pam,4039,140,4014,4
andy,2287,140,2235,5
kevin,1174,140,1164,6
angela,1125,140,1118,7
ryan,1105,140,1100,8
oscar,926,140,918,9
jan,866,140,866,10
kelly,815,140,809,11
phyllis,799,140,788,12
darryl,691,140,685,13
erin,680,140,671,14
toby,662,140,658,15
holly,616,140,616,16
stanley,554,140,546,17
meredith,444,140,438,18
david,376,140,376,19
creed,355,140,354,20
karen,340,140,340,21
gabe,301,140,298,22
deangelo,253,140,253,23
charles,222,140,222,24
roy,222,140,222,25
jo,195,140,195,26
todd,103,140,103,27
robert,51,140,18,28
clark,13,140,13,29
nellie,10,140,10,30
michael,11651,141,11651,1
dwight,5262,141,5241,2
jim,5046,141,5004,3
pam,4073,141,4039,4
andy,2373,141,2287,5
kevin,1198,141,1174,6
angela,1139,141,1125,7
ryan,1110,141,1105,8
oscar,933,141,926,9
jan,866,141,866,10
kelly,820,141,815,11
phyllis,807,141,799,12
darryl,698,141,691,13
erin,698,141,680,14
toby,663,141,662,15
holly,616,141,616,16
stanley,559,141,554,17
meredith,449,141,444,18
david,376,141,376,19
creed,355,141,355,20
karen,340,141,340,21
gabe,301,141,301,22
deangelo,253,141,253,23
charles,222,141,222,24
roy,222,141,222,25
jo,195,141,195,26
todd,103,141,103,27
robert,75,141,51,28
clark,13,141,13,29
nellie,10,141,10,30
michael,11651,142,11651,1
dwight,5300,142,5262,2
jim,5099,142,5046,3
pam,4096,142,4073,4
andy,2436,142,2373,5
kevin,1220,142,1198,6
angela,1142,142,1139,7
ryan,1116,142,1110,8
oscar,951,142,933,9
jan,866,142,866,10
kelly,826,142,820,11
phyllis,814,142,807,12
darryl,747,142,698,13
erin,711,142,698,14
toby,665,142,663,15
holly,616,142,616,16
stanley,559,142,559,17
meredith,453,142,449,18
david,376,142,376,19
creed,356,142,355,20
karen,340,142,340,21
gabe,301,142,301,22
deangelo,253,142,253,23
charles,222,142,222,24
roy,222,142,222,25
jo,195,142,195,26
todd,103,142,103,27
robert,75,142,75,28
clark,13,142,13,29
nellie,10,142,10,30
michael,11651,143,11651,1
dwight,5329,143,5300,2
jim,5122,143,5099,3
pam,4111,143,4096,4
andy,2505,143,2436,5
kevin,1226,143,1220,6
angela,1155,143,1142,7
ryan,1124,143,1116,8
oscar,961,143,951,9
jan,866,143,866,10
kelly,829,143,826,11
phyllis,817,143,814,12
darryl,757,143,747,13
erin,716,143,711,14
toby,671,143,665,15
holly,616,143,616,16
stanley,560,143,559,17
meredith,459,143,453,18
david,376,143,376,19
creed,356,143,356,20
karen,340,143,340,21
gabe,305,143,301,22
deangelo,253,143,253,23
charles,222,143,222,24
roy,222,143,222,25
jo,195,143,195,26
todd,103,143,103,27
robert,93,143,75,28
clark,13,143,13,29
nellie,10,143,10,30
